   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Bishop Sankey	Ten	@Cin	0	0	0	0	0	0	10	61	0	0	1	9	0	0	0	0	6
Khiry Robinson	NO	Min	0	0	0	0	0	0	18	69	0	0	0	0	0	0	0	0	6
Toby Gerhart	Jac	Ind	0	0	0	0	0	0	9	32	0	0	2	31	0	0	0	0	6
Justin Forsett	Bal	@Cle	0	0	0	0	0	0	11	63	0	0	4	2	0	0	0	0	6
Matt Asiata	Min	@NO	0	0	0	0	0	0	12	35	0	0	3	36	0	0	0	0	6
C.J. Spiller	Buf	SD	0	0	0	0	0	0	10	25	0	0	3	37	0	0	0	0	5
Stevan Ridley	NE	Oak	0	0	0	0	0	0	19	54	0	0	1	7	0	0	0	0	5
Darren McFadden	Oak	@NE	0	0	0	0	0	0	18	59	0	0	4	6	0	0	0	0	5
Jonathan Stewart	Car	Pit	0	0	0	0	0	0	5	31	0	0	3	19	0	0	0	0	4
Darren Sproles	Phi	Was	0	0	0	0	0	0	2	20	0	0	3	30	0	0	1	0	4
Shane Vereen	NE	Oak	0	0	0	0	0	0	7	20	0	0	4	17	0	0	0	0	3
Daniel Thomas	Mia	KC	0	0	0	0	0	0	2	15	0	0	1	21	0	0	0	0	3
James Starks	GB	@Det	0	0	0	0	0	0	8	38	0	0	0	0	0	0	0	0	3
Chris Johnson	NYJ	Chi	0	0	0	0	0	0	10	34	0	0	0	0	0	0	0	0	3
Jonathan Grimes	Hou	@NYG	0	0	0	0	0	0	1	5	0	0	1	31	0	0	0	0	3
Patrick DiMarco	Atl	TB	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	3
Joique Bell	Det	GB	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0	0	3
Trey Watts	Stl	Dal	0	0	0	0	0	0	5	24	0	0	0	0	0	0	0	0	2
Mike Tolbert	Car	Pit	0	0	0	0	0	0	3	4	0	0	3	20	0	0	0	0	2
Will Ta'ufo'ou	Jac	Ind	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	2
LeSean McCoy	Phi	Was	0	0	0	0	0	0	19	22	0	0	0	0	0	0	0	0	2
Eddie Lacy	GB	@Det	0	0	0	0	0	0	11	36	0	0	1	9	0	0	1	0	2
Benny Cunningham	Stl	Dal	0	0	0	0	0	0	9	29	0	0	1	5	0	0	0	0	2
Montee Ball	Den	@Sea	0	0	0	0	0	0	14	38	0	0	2	6	0	0	1	0	2
Andre Williams	NYG	Hou	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	1
Jordan Todman	Jac	Ind	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	1
Theo Riddick	Det	GB	0	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	1
Bilal Powell	NYJ	Chi	0	0	0	0	0	0	2	13	0	0	2	6	0	0	0	0	1
Cedric Peerman	Cin	Ten	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	1
Branden Oliver	SD	@Buf	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	1
Dexter McCluster	Ten	@Cin	0	0	0	0	0	0	1	0	0	0	2	15	0	0	0	0	1
Frank Gore	SF	@Ari	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	1
Derrick Coleman	Sea	Den	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
