
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Alshon Jeffery	Chi	@SF	0	0	0	0	0	0	0	0	0	0	3	47	0	0	0	0	4
Andre Holmes	Oak	Hou	0	0	0	0	0	0	0	0	0	0	5	45	0	0	0	0	4
Mike Evans	TB	Stl	0	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	4
Brandin Cooks	NO	@Cle	0	0	0	0	0	0	2	31	0	0	3	17	0	0	0	0	4
Derek Carrier	SF	Chi	0	0	0	0	0	0	0	0	0	0	3	41	0	0	0	0	4
Dwayne Bowe	KC	@Den	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	4
Kelvin Benjamin	Car	Det	0	0	0	0	0	0	0	0	0	0	2	46	0	0	0	0	4
Kendall Wright	Ten	Dal	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	3
Robert Meachem	NO	@Cle	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	3
Jarvis Landry	Mia	@Buf	0	0	0	0	0	0	0	0	0	0	5	49	0	0	1	0	3
Brian Hartline	Mia	@Buf	0	0	0	0	0	0	0	0	0	0	5	36	0	0	0	0	3
Harry Douglas	Atl	@Cin	0	0	0	0	0	0	0	0	0	0	4	38	0	0	0	0	3
Anquan Boldin	SF	Chi	0	0	0	0	0	0	0	0	0	0	2	34	0	0	0	0	3
Doug Baldwin	Sea	@SD	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	3
Terrance Williams	Dal	@Ten	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Reggie Wayne	Ind	Phi	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	2
Kenny Stills	NO	@Cle	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	2
Preston Parker	NYG	Ari	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	2
Denarius Moore	Oak	Hou	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Steve Johnson	SF	Chi	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Justin Hunter	Ten	Dal	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Santonio Holmes	Chi	@SF	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Junior Hemingway	KC	@Den	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	2
Derek Hagan	Ten	Dal	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	2
Brandon Gibson	Mia	@Buf	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	2
John Brown	Ari	@NYG	0	0	0	0	0	0	1	2	0	0	3	28	0	0	0	0	2
Kenny Britt	Stl	@TB	0	0	0	0	0	0	1	12	0	0	1	17	0	0	0	0	2
Tavon Austin	Stl	@TB	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	2
Jarius Wright	Min	NE	0	0	0	0	0	0	1	-5	0	0	1	12	0	0	0	0	1
Bryan Walters	Sea	@SD	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1
Torrey Smith	Bal	Pit	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Jeremy Ross	Det	@Car	0	0	0	0	0	0	0	0	0	0	2	23	0	0	1	0	1
Denard Robinson	Jac	@Was	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
Marcel Reece	Oak	Hou	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Donte Moncrief	Ind	Phi	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Jordan Matthews	Phi	@Ind	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Marqise Lee	Jac	@Was	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	1
Jerrel Jernigan	NYG	Ari	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	1
A.J. Jenkins	KC	@Den	0	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	1
DeSean Jackson	Was	Jac	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	1
Allen Hurns	Jac	@Was	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
Robert Herron	TB	Stl	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
Chris Givens	Stl	@TB	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1
Pierre Garcon	Was	Jac	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Taylor Gabriel	Cle	NO	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	1
Michael Floyd	Ari	@NYG	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	1
Aaron Dobson	NE	@Min	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Jeff Cumberland	NYJ	@GB	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Philly Brown	Car	Det	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	1
Cole Beasley	Dal	@Ten	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Donnie Avery	KC	@Den	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	1
