
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Sammy Watkins	Buf	NE	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Nate Washington	Ten	Jac	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
Greg Salas	NYJ	Den	0	0	0	0	0	0	0	0	0	0	1	27	0	0	0	0	2
Marqise Lee	Jac	@Ten	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Charles Johnson	Min	Det	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	2
Taylor Gabriel	Cle	Pit	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	2
Odell Beckham	NYG	@Phi	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2
Miles Austin	Cle	Pit	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	2
Keenan Allen	SD	@Oak	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	2
Damian Williams	Mia	GB	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Eric Weems	Atl	Chi	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Marcel Reece	Oak	SD	0	0	0	0	0	0	1	2	0	0	1	11	0	0	0	0	1
Brian Quick	Stl	SF	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Austin Pettis	Stl	SF	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1
Cordarrelle Patterson	Min	Det	0	0	0	0	0	0	1	2	0	0	2	15	0	0	0	0	1
Hakeem Nicks	Ind	@Hou	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Jeremy Maclin	Phi	NYG	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Allen Hurns	Jac	@Ten	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
DeAndre Hopkins	Hou	Ind	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
T.J. Graham	NYJ	Den	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Corey Fuller	Det	@Min	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Jeff Cumberland	NYJ	Den	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1
Victor Cruz	NYG	@Phi	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Brenton Bersin	Car	@Cin	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
Cole Beasley	Dal	@Sea	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
