
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Terrance Williams	Dal	NYG	0	0	0	0	0	0	0	0	0	0	1	18	1	0	0	0	7
Rueben Randle	NYG	@Dal	0	0	0	0	0	0	0	0	0	0	6	74	0	0	0	0	7
Lance Moore	Pit	Hou	0	0	0	0	0	0	0	0	0	0	2	12	1	0	0	0	7
Andre Johnson	Hou	@Pit	0	0	0	0	0	0	0	0	0	0	5	77	0	0	0	0	7
Greg Jennings	Min	@Buf	0	0	0	0	0	0	0	0	0	0	6	77	0	0	0	0	7
Danny Amendola	NE	NYJ	0	0	0	0	0	0	0	0	0	0	1	19	1	0	0	0	7
Jarius Wright	Min	@Buf	0	0	0	0	0	0	0	0	0	0	4	60	0	0	0	0	6
Steve Smith	Bal	Atl	0	0	0	0	0	0	0	0	0	0	3	67	0	0	0	0	6
Cordarrelle Patterson	Min	@Buf	0	0	0	0	0	0	1	3	0	0	2	9	1	0	0	0	6
Brandon Lloyd	SF	@Den	0	0	0	0	0	0	0	0	0	0	3	63	0	0	0	0	6
Eric Decker	NYJ	@NE	0	0	0	0	0	0	0	0	0	0	4	65	0	0	0	0	6
Mohamed Sanu	Cin	@Ind	0	0	0	0	0	0	0	0	0	0	3	54	0	0	0	0	5
Niles Paul	Was	Ten	0	0	0	0	0	0	0	0	0	0	2	58	0	0	0	0	5
Brandon LaFell	NE	NYJ	0	0	0	0	0	0	0	0	0	0	4	55	0	0	0	0	5
Jermaine Kearse	Sea	@Stl	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	5
Julio Jones	Atl	@Bal	0	0	0	0	0	0	0	0	0	0	5	56	0	0	0	0	5
Chris Hogan	Buf	Min	0	0	0	0	0	0	0	0	0	0	5	63	0	0	1	0	5
Malcom Floyd	SD	KC	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	5
Brice Butler	Oak	Ari	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	5
Anquan Boldin	SF	@Den	0	0	0	0	0	0	0	0	0	0	7	50	0	0	0	0	5
Miles Austin	Cle	@Jac	0	0	0	0	0	0	0	0	0	0	3	53	0	0	0	0	5
Keenan Allen	SD	KC	0	0	0	0	0	0	0	0	0	0	6	58	0	0	0	0	5
Brandon Marshall	Chi	Mia	0	0	0	0	0	0	0	0	0	0	6	48	0	0	0	0	4
Jarvis Landry	Mia	@Chi	0	0	0	0	0	0	0	0	0	0	4	46	0	0	0	0	4
DeSean Jackson	Was	Ten	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	4
Julian Edelman	NE	NYJ	0	0	0	0	0	0	1	8	0	0	4	44	0	0	0	0	4
John Brown	Ari	@Oak	0	0	0	0	0	0	1	-5	0	0	2	41	0	0	0	0	4
Jeremy Ross	Det	NO	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	3
Paul Richardson	Sea	@Stl	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	3
Brian Quick	Stl	Sea	0	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	3
James Jones	Oak	Ari	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	3
A.J. Jenkins	KC	@SD	0	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	3
Andre Holmes	Oak	Ari	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	3
Brian Hartline	Mia	@Chi	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	3
Chris Givens	Stl	Sea	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	3
Taylor Gabriel	Cle	@Jac	0	0	0	0	0	0	0	0	0	0	3	39	0	0	0	0	3
Eddie Royal	SD	KC	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Marqise Lee	Jac	Cle	0	0	0	0	0	0	2	5	0	0	1	20	0	0	0	0	2
Jeremy Kerley	NYJ	@NE	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	2
Larry Fitzgerald	Ari	@Oak	0	0	0	0	0	0	0	0	0	0	4	21	0	0	0	0	2
Michael Crabtree	SF	@Den	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	0	2
Jerricho Cotchery	Car	@GB	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	2
Brandin Cooks	NO	@Det	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
Albert Wilson	KC	@SD	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Reggie Wayne	Ind	Cin	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	1
Cecil Shorts	Jac	Cle	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	1
Andre Roberts	Was	Ten	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Preston Parker	NYG	@Dal	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	1
David Nelson	NYJ	@NE	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Denarius Moore	Oak	Ari	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Greg Little	Cin	@Ind	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Damaris Johnson	Hou	@Pit	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1
Darrius Heyward-Bey	Pit	Hou	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Ted Ginn Jr.	Ari	@Oak	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Michael Campanaro	Bal	Atl	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Tavon Austin	Stl	Sea	0	0	0	0	0	0	5	16	0	0	2	9	0	0	0	0	1
Kamar Aiken	Bal	Atl	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1
