
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Jordan Todman	Jac	Cle	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	2
Pierre Thomas	NO	@Det	0	0	0	0	0	0	6	13	0	0	4	17	0	0	0	0	2
De'Anthony Thomas	KC	@SD	0	0	0	0	0	0	1	5	0	0	2	21	0	0	0	0	2
Steven Jackson	Atl	@Bal	0	0	0	0	0	0	8	22	0	0	1	3	0	0	0	0	2
Fred Jackson	Buf	Min	0	0	0	0	0	0	3	12	0	0	3	16	0	0	0	0	2
Mark Ingram	NO	@Det	0	0	0	0	0	0	10	16	0	0	2	13	0	0	0	0	2
Peyton Hillis	NYG	@Dal	0	0	0	0	0	0	6	29	0	0	1	4	0	0	0	0	2
Roy Helu	Was	Ten	0	0	0	0	0	0	5	29	0	0	3	-9	0	0	0	0	2
Frank Gore	SF	@Den	0	0	0	0	0	0	9	20	0	0	0	0	0	0	0	0	2
Jerome Felton	Min	@Buf	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	2
Damien Williams	Mia	@Chi	0	0	0	0	0	0	1	-1	0	0	2	12	0	0	0	0	1
Antone Smith	Atl	@Bal	0	0	0	0	0	0	3	10	0	0	2	-1	0	0	0	0	1
Khiry Robinson	NO	@Det	0	0	0	0	0	0	3	26	0	0	0	0	0	0	1	0	1
Joseph Randle	Dal	NYG	0	0	0	0	0	0	2	7	0	0	1	14	0	0	0	0	1
Bilal Powell	NYJ	@NE	0	0	0	0	0	0	1	7	0	0	1	12	0	0	0	0	1
Chris Ogbonnaya	Car	@GB	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	0	1
Carlos Hyde	SF	@Den	0	0	0	0	0	0	3	15	0	0	2	8	0	0	0	0	1
Jeremy Hill	Cin	@Ind	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	1
Jonas Gray	NE	NYJ	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	1
Lance Dunbar	Dal	NYG	0	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	1
Isaiah Crowell	Cle	@Jac	0	0	0	0	0	0	7	18	0	0	1	5	0	0	0	0	1
Giovani Bernard	Cin	@Ind	0	0	0	0	0	0	7	17	0	0	2	-1	0	0	0	0	1
Jackie Battle	Ten	@Was	0	0	0	0	0	0	2	3	0	0	2	13	0	0	0	0	1
